ID,graphml
paf17,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""THALUS"">      <data key=""d0"">THALUS</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Seldon</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""Maire a"">      <data key=""d0"">Maire a</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <edge source=""THALUS"" target=""Seldon"" />    <edge source=""THALUS"" target=""Dors Venabili"" />    <edge source=""THALUS"" target=""Raych"" />    <edge source=""THALUS"" target=""Maire a"" />    <edge source=""THALUS"" target=""Hummin"" />    <edge source=""Seldon"" target=""Dors Venabili"" />    <edge source=""Seldon"" target=""Maire a"" />    <edge source=""Dors Venabili"" target=""Raych"" />    <edge source=""Dors Venabili"" target=""Maire a"" />    <edge source=""Dors Venabili"" target=""Hummin"" />    <edge source=""Raych"" target=""Maire a"" />    <edge source=""Maire a"" target=""Hummin"" />  </graph></graphml>"
paf18,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dors SELDON"">      <data key=""d0"">Dors SELDON;Seldon</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Raych Seldon"">      <data key=""d0"">Raych Seldon;Seldon</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Mere Rittah"">      <data key=""d0"">Mere Rittah</data>    </node>    <edge source=""Dors SELDON"" target=""Hari Seldon"" />    <edge source=""Dors SELDON"" target=""Raych Seldon"" />    <edge source=""Dors SELDON"" target=""Hummin"" />    <edge source=""Dors SELDON"" target=""Mere Rittah"" />    <edge source=""Hari Seldon"" target=""Raych Seldon"" />    <edge source=""Hari Seldon"" target=""Hummin"" />    <edge source=""Hari Seldon"" target=""Mere Rittah"" />    <edge source=""Raych Seldon"" target=""Hummin"" />    <edge source=""Raych Seldon"" target=""Mere Rittah"" />    <edge source=""Hummin"" target=""Mere Rittah"" />  </graph></graphml>"
lca0,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Simpson"">      <data key=""d0"">Simpson</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Vince Barrett"">      <data key=""d0"">Vince Barrett;Vince</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""JULIUS ENDERBY"">      <data key=""d0"">JULIUS ENDERBY;Enderby</data>    </node>    <edge source=""Simpson"" target=""R. Sammy"" />    <edge source=""Simpson"" target=""Vince Barrett"" />    <edge source=""Simpson"" target=""Baley"" />    <edge source=""Simpson"" target=""JULIUS ENDERBY"" />    <edge source=""R. Sammy"" target=""Vince Barrett"" />    <edge source=""R. Sammy"" target=""Baley"" />    <edge source=""R. Sammy"" target=""JULIUS ENDERBY"" />    <edge source=""Vince Barrett"" target=""Baley"" />    <edge source=""Vince Barrett"" target=""JULIUS ENDERBY"" />    <edge source=""Baley"" target=""JULIUS ENDERBY"" />  </graph></graphml>"
lca1,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <graph edgedefault=""undirected"" /></graphml>"
lca2,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <edge source=""Baley"" target=""R. Daneel"" />  </graph></graphml>"
lca3,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <edge source=""Baley"" target=""Elijah"" />  </graph></graphml>"
lca4,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel;Daneel</data>    </node>    <node id=""Olivaw"">      <data key=""d0"">Olivaw</data>    </node>    <node id=""Ben"">      <data key=""d0"">Ben</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <edge source=""Jessie"" target=""R. Daneel"" />    <edge source=""R. Daneel"" target=""Olivaw"" />    <edge source=""R. Daneel"" target=""Ben"" />    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Elijah"" />    <edge source=""Olivaw"" target=""Ben"" />  </graph></graphml>"
lca5,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Elijah Baley"">      <data key=""d0"">Elijah Baley;Baley</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""R. Daneel Olivaw"">      <data key=""d0"">R. Daneel Olivaw</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""Elijah Baley"" target=""Jessie"" />    <edge source=""Elijah Baley"" target=""R. Daneel Olivaw"" />    <edge source=""Elijah Baley"" target=""Lije"" />    <edge source=""Jessie"" target=""R. Daneel Olivaw"" />    <edge source=""R. Daneel Olivaw"" target=""Lije"" />  </graph></graphml>"
lca6,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <edge source=""Daneel"" target=""Lije"" />    <edge source=""Daneel"" target=""R. Sammy"" />    <edge source=""Daneel"" target=""Enderby"" />    <edge source=""Daneel"" target=""Baley"" />    <edge source=""Lije"" target=""R. Sammy"" />    <edge source=""Lije"" target=""Enderby"" />    <edge source=""Lije"" target=""Baley"" />    <edge source=""R. Sammy"" target=""Enderby"" />    <edge source=""R. Sammy"" target=""Baley"" />  </graph></graphml>"
lca7,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <edge source=""Enderby"" target=""Dr Sarton"" />    <edge source=""Enderby"" target=""R. Daneel"" />    <edge source=""Dr Sarton"" target=""R. Daneel"" />    <edge source=""Dr Sarton"" target=""Julius"" />    <edge source=""Dr Sarton"" target=""Lije"" />    <edge source=""Dr Sarton"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Julius"" />    <edge source=""R. Daneel"" target=""Lije"" />    <edge source=""R. Daneel"" target=""Baley"" />  </graph></graphml>"
lca8,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Dr Fastolfe"" />    <edge source=""R. Daneel"" target=""Lije"" />    <edge source=""Baley"" target=""Dr Fastolfe"" />    <edge source=""Dr Fastolfe"" target=""Lije"" />  </graph></graphml>"
lca9,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Trinite"">      <data key=""d0"">Trinite</data>    </node>    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Trinite"" />    <edge source=""Baley"" target=""Trinite"" />  </graph></graphml>"
lca10,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <edge source=""Baley"" target=""R. Daneel"" />  </graph></graphml>"
lca11,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""A. Gerrigel"">      <data key=""d0"">A. Gerrigel</data>    </node>    <edge source=""R. Sammy"" target=""Lije"" />    <edge source=""R. Sammy"" target=""Baley"" />    <edge source=""R. Sammy"" target=""Enderby"" />    <edge source=""R. Sammy"" target=""Julius"" />    <edge source=""R. Sammy"" target=""A. Gerrigel"" />    <edge source=""Lije"" target=""Baley"" />    <edge source=""Lije"" target=""Enderby"" />    <edge source=""Lije"" target=""Julius"" />    <edge source=""Lije"" target=""A. Gerrigel"" />    <edge source=""Baley"" target=""Julius"" />    <edge source=""Baley"" target=""A. Gerrigel"" />    <edge source=""Enderby"" target=""Julius"" />    <edge source=""Enderby"" target=""A. Gerrigel"" />    <edge source=""Julius"" target=""A. Gerrigel"" />  </graph></graphml>"
lca12,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <graph edgedefault=""undirected"" /></graphml>"
lca13,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel;Daneel</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""Baley"" target=""R. Daneel"" />    <edge source=""R. Daneel"" target=""Jessie"" />    <edge source=""R. Daneel"" target=""Lije"" />    <edge source=""Jessie"" target=""Lije"" />  </graph></graphml>"
lca14,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <graph edgedefault=""undirected"" /></graphml>"
lca15,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel;Daneel</data>    </node>    <node id=""Francis"">      <data key=""d0"">Francis</data>    </node>    <node id=""Clousarr"">      <data key=""d0"">Clousarr</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <edge source=""R. Daneel"" target=""Francis"" />    <edge source=""R. Daneel"" target=""Clousarr"" />    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""Francis"" target=""Clousarr"" />    <edge source=""Francis"" target=""Baley"" />  </graph></graphml>"
lca16,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <edge source=""Baley"" target=""R. Daneel"" />  </graph></graphml>"
lca17,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Clousarr"">      <data key=""d0"">Clousarr</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""Enderby"" target=""Clousarr"" />    <edge source=""Enderby"" target=""Baley"" />    <edge source=""Enderby"" target=""R. Sammy"" />    <edge source=""Enderby"" target=""Dr Sarton"" />    <edge source=""Enderby"" target=""Lije"" />    <edge source=""Clousarr"" target=""Baley"" />    <edge source=""Clousarr"" target=""R. Sammy"" />    <edge source=""Clousarr"" target=""Dr Sarton"" />    <edge source=""Clousarr"" target=""Lije"" />    <edge source=""Baley"" target=""R. Sammy"" />    <edge source=""Baley"" target=""Dr Sarton"" />    <edge source=""Baley"" target=""Lije"" />    <edge source=""R. Sammy"" target=""Dr Sarton"" />    <edge source=""R. Sammy"" target=""Lije"" />    <edge source=""Dr Sarton"" target=""Lije"" />  </graph></graphml>"
